Timestamp,Equipment_ID,Pressure,Temperature,Vibration,Airflow_Rate,Chemical_Concentration,Maintenance_Last_Date,Maintenance_Frequency,Operational_Hours,Environmental_Temperature,Environmental_Humidity,Worker_Presence,Safety_Protocol_Compliance,Incident_History,Incident_Risk
2025-06-07 20:30:00,AHU_001,5.84,74.68,0.39,2.74,8.12,2025-04-21,6,179.95,21.61,31.5,3,True,3,False
2025-06-07 20:45:00,SD_002,3.99,83.18,0.46,2.57,8.72,2025-04-06,0,108.24,29.82,56.06,10,True,0,False
2025-06-07 21:00:00,SD_002,5.55,70.28,0.56,2.74,10.26,2025-03-06,8,93.74,26.58,39.43,9,True,1,False
2025-06-07 21:15:00,AHU_002,5.13,80.45,0.65,2.65,10.15,2025-03-16,3,191.46,25.88,47.24,10,True,3,False
2025-06-07 21:30:00,AHU_002,5.46,82.6,0.48,1.99,12.04,2025-03-29,5,56.96,28.35,45.78,8,True,0,False
2025-06-07 21:45:00,SD_001,4.72,79.55,0.43,2.25,9.52,2025-05-15,1,87.78,30.27,79.86,6,True,0,False
2025-06-07 22:00:00,AHU_002,4.12,85.47,0.49,3.0,10.14,2025-04-18,4,36.73,24.74,39.8,2,True,2,False
2025-06-07 22:15:00,SD_001,5.29,73.15,0.59,2.74,6.61,2025-03-19,10,174.38,28.79,59.94,8,True,0,False
2025-06-07 22:30:00,SD_001,4.53,76.49,0.61,2.01,11.26,2025-05-14,0,13.54,28.71,34.15,6,True,1,False
2025-06-07 22:45:00,SD_001,4.31,78.35,0.36,2.64,8.62,2025-04-30,4,3.11,28.46,54.64,3,False,3,False
2025-06-07 23:00:00,AHU_002,4.34,83.56,0.51,2.25,16.46,2025-04-26,7,30.36,28.15,78.25,4,True,0,False
2025-06-07 23:15:00,AHU_002,5.3,81.09,0.36,1.87,9.57,2025-05-18,4,126.67,28.78,60.99,3,False,0,False
2025-06-07 23:30:00,SD_001,5.07,90.72,0.59,3.0,10.85,2025-04-23,6,23.49,27.0,45.52,7,True,1,False
2025-06-07 23:45:00,AHU_001,5.39,75.97,0.54,2.52,11.28,2025-04-30,7,184.13,29.37,54.46,2,True,1,False
2025-06-08 00:00:00,AHU_002,5.33,73.03,0.41,2.57,9.82,2025-04-06,0,135.69,27.08,63.35,10,True,0,False
2025-06-08 00:15:00,SD_002,4.79,88.95,0.65,2.12,10.87,2025-05-21,7,136.58,31.84,84.29,10,True,0,False
2025-06-08 00:30:00,AHU_001,4.96,72.85,0.53,2.15,14.51,2025-05-17,10,194.52,31.11,80.27,7,True,1,False
2025-06-08 00:45:00,SD_002,4.74,83.42,0.52,2.02,8.49,2025-04-23,10,11.48,30.93,87.67,1,True,0,False
2025-06-08 01:00:00,AHU_002,4.89,75.11,0.48,2.93,5.51,2025-03-27,0,130.58,20.79,40.72,3,True,2,False
2025-06-08 01:15:00,AHU_001,4.52,69.65,0.5,2.01,7.39,2025-03-08,7,179.82,24.98,41.89,4,True,1,False
2025-06-08 01:30:00,AHU_002,5.2,78.13,0.46,2.99,11.99,2025-05-15,9,123.36,32.91,36.02,3,True,0,False
2025-06-08 01:45:00,AHU_002,5.54,84.5,0.43,2.2,9.04,2025-03-25,1,92.04,22.33,60.51,1,True,2,False
2025-06-08 02:00:00,AHU_001,4.59,73.89,0.62,2.13,14.66,2025-03-08,3,4.61,33.57,40.84,3,True,3,False
2025-06-08 02:15:00,AHU_002,5.64,82.88,0.45,2.48,11.45,2025-05-08,0,34.24,28.26,71.32,10,True,1,False
2025-06-08 02:30:00,AHU_001,5.06,83.81,0.45,2.29,8.69,2025-05-08,0,184.17,26.84,87.38,5,True,5,True
2025-06-08 02:45:00,AHU_002,5.12,73.64,0.49,2.53,8.44,2025-04-14,3,195.72,25.18,64.07,3,True,0,False
2025-06-08 03:00:00,SD_001,4.15,78.86,0.64,2.24,9.11,2025-03-07,10,98.46,27.09,73.05,1,True,0,False
2025-06-08 03:15:00,SD_002,4.1,87.89,0.61,2.41,5.87,2025-05-01,3,179.7,26.86,42.0,10,False,0,True
2025-06-08 03:30:00,SD_001,5.07,83.25,0.46,2.27,10.56,2025-03-16,3,95.67,24.46,78.98,2,True,0,False
2025-06-08 03:45:00,AHU_002,5.39,78.69,0.62,2.76,11.39,2025-04-22,7,31.84,23.18,81.38,7,True,1,False
2025-06-08 04:00:00,AHU_002,4.66,82.08,0.51,2.65,8.07,2025-04-30,3,17.09,23.14,83.08,1,True,1,False
2025-06-08 04:15:00,AHU_002,5.84,76.57,0.42,2.57,6.9,2025-05-06,4,166.56,30.88,81.94,4,True,1,False
2025-06-08 04:30:00,SD_001,5.37,85.57,0.45,2.82,8.18,2025-04-01,10,187.59,28.99,48.69,6,True,4,True
2025-06-08 04:45:00,AHU_002,4.55,85.57,0.64,2.58,11.99,2025-05-20,9,81.95,28.26,61.67,3,True,1,False
2025-06-08 05:00:00,AHU_001,5.02,80.6,0.71,2.55,11.61,2025-03-07,10,25.38,23.94,48.56,8,True,1,False
2025-06-08 05:15:00,SD_002,6.24,81.15,0.53,2.46,10.43,2025-03-17,1,169.37,28.22,82.7,2,True,0,False
2025-06-08 05:30:00,AHU_002,4.38,75.01,0.44,2.29,13.28,2025-05-31,9,68.61,32.05,84.5,7,True,2,False
2025-06-08 05:45:00,AHU_002,5.26,73.24,0.49,2.29,6.62,2025-03-29,10,97.45,25.9,70.45,6,False,0,False
2025-06-08 06:00:00,SD_002,4.84,78.12,0.42,2.54,9.58,2025-05-28,9,198.64,26.51,43.2,1,False,0,False
2025-06-08 06:15:00,SD_002,5.35,79.56,0.44,2.81,11.12,2025-04-15,8,135.6,28.35,36.77,9,True,0,False
2025-06-08 06:30:00,SD_002,5.63,85.31,0.43,2.67,11.58,2025-05-19,6,144.34,22.51,84.27,10,True,0,False
2025-06-08 06:45:00,SD_001,4.81,84.61,0.49,2.67,11.61,2025-05-29,0,56.26,31.58,51.37,1,True,0,False
2025-06-08 07:00:00,SD_001,5.56,80.92,0.51,2.17,11.45,2025-05-11,3,51.4,29.61,68.98,6,True,2,False
2025-06-08 07:15:00,AHU_002,6.11,85.95,0.49,2.66,12.64,2025-03-06,6,58.75,29.01,79.02,4,True,1,False
2025-06-08 07:30:00,SD_002,5.03,75.28,0.48,2.38,11.52,2025-03-25,8,119.61,27.23,70.12,5,True,0,False
2025-06-08 07:45:00,AHU_002,5.39,85.39,0.58,2.55,7.69,2025-03-30,3,187.49,23.2,89.32,2,True,2,False
2025-06-08 08:00:00,AHU_002,4.7,76.05,0.48,2.67,9.09,2025-05-11,6,137.06,28.79,64.46,4,True,0,False
2025-06-08 08:15:00,AHU_002,5.01,86.2,0.48,2.15,6.61,2025-03-22,7,57.47,26.35,63.61,10,True,1,False
2025-06-08 08:30:00,SD_001,4.91,79.93,0.48,2.55,11.99,2025-04-25,7,128.37,30.04,66.98,3,True,0,False
2025-06-08 08:45:00,SD_002,5.4,70.01,0.65,2.57,12.39,2025-03-07,2,27.79,26.34,62.01,0,False,1,False
2025-06-08 09:00:00,AHU_002,5.6,83.65,0.45,2.8,7.56,2025-05-08,4,85.39,33.85,76.63,9,False,0,False
2025-06-08 09:15:00,SD_001,4.95,84.05,0.56,2.34,9.24,2025-03-23,6,177.73,24.85,86.27,1,True,1,False
2025-06-08 09:30:00,AHU_001,5.77,77.72,0.43,2.48,6.49,2025-03-10,5,49.79,25.13,84.33,7,True,2,False
2025-06-08 09:45:00,AHU_001,5.77,78.14,0.53,2.55,9.76,2025-04-02,7,111.62,24.59,59.65,9,True,0,False
2025-06-08 10:00:00,AHU_002,5.42,79.2,0.55,2.34,8.35,2025-05-04,1,15.4,34.14,85.64,5,True,0,False
2025-06-08 10:15:00,AHU_002,4.74,70.37,0.61,2.34,7.66,2025-03-06,7,17.51,23.94,38.67,9,True,1,False
2025-06-08 10:30:00,SD_002,4.69,68.18,0.46,2.33,9.95,2025-03-17,9,13.79,31.43,63.33,8,True,0,False
2025-06-08 10:45:00,SD_002,4.59,86.51,0.39,2.46,13.76,2025-05-10,8,41.98,18.98,60.51,9,True,0,False
2025-06-08 11:00:00,AHU_002,5.47,75.88,0.42,3.02,11.59,2025-04-08,2,91.14,26.85,42.68,6,True,1,False
2025-06-08 11:15:00,SD_001,4.39,89.28,0.6,2.47,9.5,2025-04-27,10,182.97,24.52,88.99,10,True,0,False
2025-06-08 11:30:00,AHU_002,5.34,86.85,0.71,2.65,9.9,2025-04-15,4,69.66,27.78,87.51,1,True,3,False
2025-06-08 11:45:00,SD_002,4.46,87.84,0.58,2.51,13.76,2025-04-28,7,126.31,31.43,30.11,0,True,1,False
2025-06-08 12:00:00,SD_002,5.41,76.75,0.37,2.41,12.52,2025-05-01,4,111.19,24.66,62.26,8,True,0,False
2025-06-08 12:15:00,SD_001,5.01,71.96,0.58,2.49,9.38,2025-05-05,1,29.07,26.88,39.14,1,True,0,False
2025-06-08 12:30:00,AHU_002,5.67,74.57,0.41,2.73,11.0,2025-04-29,9,95.0,27.1,50.38,10,True,0,False
2025-06-08 12:45:00,SD_002,5.57,77.77,0.47,2.48,8.0,2025-03-16,3,27.99,28.13,49.91,8,True,1,False
2025-06-08 13:00:00,AHU_002,5.72,68.13,0.52,2.45,10.05,2025-05-10,9,61.83,24.67,50.66,3,True,0,False
2025-06-08 13:15:00,SD_002,5.73,77.62,0.54,2.43,11.53,2025-05-20,8,20.16,26.72,64.51,3,True,3,False
2025-06-08 13:30:00,AHU_001,5.07,78.99,0.51,2.2,12.04,2025-05-30,8,43.31,24.3,60.87,8,True,0,False
2025-06-08 13:45:00,AHU_001,4.42,73.53,0.44,2.81,8.72,2025-03-03,9,74.38,29.85,57.85,8,False,2,False
2025-06-08 14:00:00,AHU_001,4.47,74.8,0.61,2.37,12.0,2025-03-13,7,124.9,27.64,61.33,1,True,3,False
2025-06-08 14:15:00,SD_002,3.96,78.9,0.45,2.94,10.3,2025-03-29,5,27.56,25.77,65.89,1,True,2,False
2025-06-08 14:30:00,SD_001,4.46,81.78,0.63,2.57,9.42,2025-05-29,4,118.95,24.94,45.13,1,True,0,False
2025-06-08 14:45:00,AHU_001,5.03,75.55,0.36,2.92,13.82,2025-04-11,4,48.51,26.91,78.92,8,True,0,False
2025-06-08 15:00:00,SD_002,4.72,81.46,0.52,2.44,9.28,2025-04-06,0,13.25,26.47,63.14,2,True,0,False
2025-06-08 15:15:00,AHU_002,4.91,80.68,0.38,2.28,7.78,2025-04-21,6,183.57,30.49,45.82,0,True,0,False
2025-06-08 15:30:00,AHU_001,5.25,80.23,0.42,2.81,8.66,2025-04-30,4,10.12,25.77,40.3,1,True,0,False
2025-06-08 15:45:00,SD_001,4.85,76.74,0.45,2.33,11.45,2025-04-20,2,168.41,24.29,75.94,6,True,1,False
2025-06-08 16:00:00,SD_001,4.44,73.33,0.65,2.89,8.03,2025-05-24,4,143.86,26.56,61.56,0,False,0,False
2025-06-08 16:15:00,SD_001,4.97,88.48,0.63,2.67,11.66,2025-03-27,0,58.15,22.18,41.09,10,True,1,False
2025-06-08 16:30:00,AHU_002,4.55,83.15,0.59,2.94,8.29,2025-03-05,3,143.57,29.6,80.3,5,True,0,False
2025-06-08 16:45:00,AHU_002,4.86,85.03,0.5,2.21,9.85,2025-05-31,9,52.56,31.17,72.05,5,False,0,False
2025-06-08 17:00:00,SD_001,5.67,79.58,0.52,2.79,14.42,2025-06-01,1,158.79,32.14,49.64,6,True,1,False
2025-06-08 17:15:00,SD_001,4.86,79.18,0.63,2.28,8.23,2025-03-09,3,20.1,20.53,46.66,0,True,2,False
2025-06-08 17:30:00,SD_001,5.89,82.45,0.57,1.78,5.96,2025-05-21,10,6.44,25.82,43.22,7,False,1,False
2025-06-08 17:45:00,AHU_002,5.72,70.83,0.5,2.77,12.73,2025-05-08,10,27.65,29.44,34.29,7,True,1,False
2025-06-08 18:00:00,AHU_002,4.71,74.43,0.65,2.5,7.2,2025-03-28,3,143.79,27.82,86.66,1,True,1,False
2025-06-08 18:15:00,SD_002,4.44,76.01,0.58,2.79,8.38,2025-05-10,7,193.52,24.5,87.43,8,True,1,False
2025-06-08 18:30:00,AHU_001,4.97,77.73,0.52,2.53,11.46,2025-04-29,6,130.58,27.74,54.27,2,False,2,False
2025-06-08 18:45:00,AHU_002,5.58,75.6,0.45,2.51,11.38,2025-05-18,0,175.36,28.67,35.6,5,True,1,False
2025-06-08 19:00:00,SD_001,4.75,81.66,0.45,2.95,5.25,2025-05-31,10,5.35,26.47,50.45,2,True,0,False
2025-06-08 19:15:00,AHU_001,5.45,80.41,0.47,2.54,9.31,2025-03-30,2,82.11,25.09,51.6,3,True,0,False
2025-06-08 19:30:00,AHU_002,5.6,86.96,0.55,2.36,11.7,2025-05-12,7,115.13,24.14,45.58,6,True,0,False
2025-06-08 19:45:00,AHU_001,4.61,92.37,0.58,2.47,14.06,2025-04-11,2,81.05,29.43,36.02,2,True,1,False
2025-06-08 20:00:00,SD_002,4.66,73.69,0.36,2.55,7.52,2025-04-13,5,142.9,30.2,36.09,2,True,2,False
2025-06-08 20:15:00,AHU_002,5.36,80.74,0.31,1.65,12.14,2025-05-22,9,44.32,32.43,86.32,0,False,0,False
2025-06-08 20:30:00,SD_001,5.08,80.73,0.4,2.65,8.68,2025-05-07,9,52.52,27.78,77.68,5,True,1,False
2025-06-08 20:45:00,SD_001,4.66,79.93,0.46,2.91,12.08,2025-05-08,1,101.43,25.68,43.99,0,False,1,False
2025-06-08 21:00:00,SD_002,4.82,74.58,0.62,2.49,7.92,2025-05-24,1,132.88,23.4,72.8,1,True,0,False
2025-06-08 21:15:00,SD_002,4.96,75.41,0.47,2.37,9.54,2025-03-21,2,26.09,26.34,33.39,0,True,2,False
2025-06-08 21:30:00,SD_002,4.22,81.2,0.53,2.62,10.77,2025-04-16,2,60.05,27.37,45.2,10,True,4,True
2025-06-08 21:45:00,SD_002,5.38,75.27,0.54,3.02,11.91,2025-05-05,7,56.18,27.64,71.37,8,True,0,False
2025-06-08 22:00:00,SD_002,4.76,80.8,0.4,2.64,11.14,2025-05-16,1,96.85,25.78,67.47,4,True,0,False
2025-06-08 22:15:00,AHU_002,3.61,78.77,0.65,2.56,9.14,2025-04-22,1,192.86,32.15,67.5,7,True,0,False
2025-06-08 22:30:00,AHU_002,4.99,80.71,0.43,2.38,9.0,2025-04-30,7,78.21,31.0,52.45,8,True,0,False
2025-06-08 22:45:00,AHU_001,4.63,75.23,0.66,2.18,13.56,2025-03-28,4,171.76,31.09,49.34,0,True,0,False
2025-06-08 23:00:00,SD_002,5.84,80.79,0.49,2.51,10.55,2025-03-09,8,80.14,26.13,53.65,5,True,1,False
2025-06-08 23:15:00,SD_001,4.71,75.6,0.47,2.51,9.05,2025-04-28,6,64.72,27.76,47.17,7,True,1,False
2025-06-08 23:30:00,SD_001,4.45,80.8,0.39,1.92,11.08,2025-03-08,6,18.32,25.53,35.1,5,True,0,False
2025-06-08 23:45:00,SD_002,5.25,86.7,0.52,2.28,11.25,2025-05-19,6,142.02,26.39,42.08,6,True,4,True
2025-06-09 00:00:00,SD_002,4.67,81.3,0.73,2.85,7.29,2025-05-30,4,57.73,30.82,32.76,2,True,0,False
2025-06-09 00:15:00,SD_002,4.61,81.61,0.54,2.42,10.97,2025-05-10,7,140.19,24.42,40.28,7,True,0,False
2025-06-09 00:30:00,SD_002,5.25,84.09,0.53,1.76,6.99,2025-04-19,7,73.1,27.01,47.04,0,True,0,False
2025-06-09 00:45:00,SD_002,4.48,72.98,0.43,2.98,8.71,2025-05-25,2,3.15,26.49,50.84,5,True,4,True
2025-06-09 01:00:00,SD_001,4.27,88.59,0.56,2.23,8.03,2025-03-30,9,31.6,25.8,86.4,4,True,2,False
2025-06-09 01:15:00,AHU_001,5.86,74.72,0.52,2.36,9.74,2025-05-14,7,155.5,29.33,78.3,7,False,1,False
2025-06-09 01:30:00,SD_002,5.29,84.4,0.49,2.82,9.13,2025-05-30,4,43.35,26.71,60.66,3,True,1,False
2025-06-09 01:45:00,SD_002,4.87,83.73,0.55,2.28,9.6,2025-05-27,2,46.03,27.14,69.52,10,True,2,False
2025-06-09 02:00:00,SD_002,5.0,75.49,0.32,1.91,6.21,2025-03-14,8,66.67,30.09,40.35,4,True,0,False
2025-06-09 02:15:00,AHU_002,5.25,85.04,0.49,2.57,9.85,2025-04-12,3,36.93,27.47,62.47,5,True,0,False
2025-06-09 02:30:00,SD_001,5.49,82.49,0.38,2.74,7.8,2025-05-25,5,107.71,32.22,78.18,5,True,0,False
2025-06-09 02:45:00,SD_001,4.62,89.45,0.5,2.36,14.57,2025-03-03,9,102.82,23.09,39.44,6,True,1,False
2025-06-09 03:00:00,AHU_001,5.18,80.97,0.43,2.46,9.2,2025-03-08,2,126.33,31.1,76.82,4,True,1,False
2025-06-09 03:15:00,AHU_002,4.75,79.46,0.43,2.15,9.48,2025-04-14,10,193.38,29.37,56.77,8,True,1,False
2025-06-09 03:30:00,AHU_002,4.91,77.43,0.37,2.2,11.39,2025-03-27,2,23.9,29.24,42.04,5,True,2,False
2025-06-09 03:45:00,AHU_002,5.08,71.28,0.61,2.4,12.64,2025-05-01,4,76.89,24.54,33.06,3,True,0,False
2025-06-09 04:00:00,AHU_001,5.0,78.41,0.43,2.69,7.64,2025-04-06,10,99.9,28.6,87.35,10,True,0,False
2025-06-09 04:15:00,AHU_001,5.37,78.62,0.44,2.53,11.15,2025-03-14,2,180.78,22.72,40.45,0,True,1,False
2025-06-09 04:30:00,AHU_001,5.24,81.31,0.65,2.81,11.93,2025-03-10,0,126.51,28.49,78.48,2,True,1,False
2025-06-09 04:45:00,AHU_002,4.25,72.88,0.56,3.0,10.37,2025-03-14,1,84.38,24.86,62.3,8,True,1,False
2025-06-09 05:00:00,SD_001,4.32,78.8,0.3,2.77,10.33,2025-04-08,5,10.31,29.81,85.24,2,True,2,False
2025-06-09 05:15:00,AHU_002,4.82,82.88,0.64,2.02,8.98,2025-05-03,1,151.56,23.06,79.31,4,True,1,False
2025-06-09 05:30:00,AHU_001,5.91,83.38,0.66,2.41,9.36,2025-05-01,9,111.54,25.64,44.52,0,True,0,False
2025-06-09 05:45:00,AHU_002,4.57,70.7,0.66,2.76,9.78,2025-03-28,7,135.26,25.26,89.41,2,True,0,False
2025-06-09 06:00:00,SD_002,4.9,83.53,0.57,2.46,9.15,2025-05-23,5,63.48,27.55,53.47,5,True,1,False
2025-06-09 06:15:00,AHU_002,4.73,78.77,0.39,2.01,11.78,2025-04-22,5,51.4,26.19,78.83,8,True,2,False
2025-06-09 06:30:00,AHU_002,4.72,79.07,0.5,2.33,8.26,2025-03-29,10,126.79,28.25,89.11,7,True,0,False
2025-06-09 06:45:00,SD_001,5.09,68.18,0.36,1.82,11.71,2025-03-29,10,84.69,24.52,48.35,10,True,3,False
2025-06-09 07:00:00,SD_001,5.7,87.47,0.41,2.42,12.66,2025-04-24,5,70.18,31.61,74.76,7,True,0,False
2025-06-09 07:15:00,SD_001,5.23,80.88,0.39,2.29,10.74,2025-04-23,4,42.37,28.99,40.35,7,True,0,False
2025-06-09 07:30:00,SD_002,4.6,72.34,0.44,2.39,6.42,2025-04-19,1,81.34,24.06,65.76,4,True,2,False
2025-06-09 07:45:00,SD_001,6.38,81.88,0.52,2.85,11.22,2025-05-04,5,186.79,31.27,54.8,6,False,0,False
2025-06-09 08:00:00,SD_002,5.04,81.72,0.46,2.1,8.71,2025-03-18,7,21.88,27.04,49.61,8,True,1,False
2025-06-09 08:15:00,AHU_001,4.71,86.11,0.45,2.28,8.94,2025-03-29,10,32.5,29.02,35.67,3,True,1,False
2025-06-09 08:30:00,SD_001,5.71,78.45,0.47,2.16,10.72,2025-04-16,10,121.09,26.76,39.81,3,True,4,True
2025-06-09 08:45:00,AHU_002,4.77,80.06,0.65,2.82,12.21,2025-03-26,9,48.11,27.96,86.61,1,True,2,False
2025-06-09 09:00:00,AHU_002,5.83,76.79,0.72,2.84,6.68,2025-04-04,6,174.31,34.51,67.12,8,True,0,False
2025-06-09 09:15:00,SD_002,4.56,82.99,0.45,2.61,10.12,2025-05-08,2,170.11,29.43,39.18,2,True,1,False
2025-06-09 09:30:00,SD_001,5.72,76.08,0.53,2.59,13.98,2025-05-14,5,83.97,32.75,58.75,4,True,2,False
2025-06-09 09:45:00,AHU_002,5.1,75.54,0.42,2.14,7.8,2025-04-12,7,136.07,29.25,74.08,4,True,2,False
2025-06-09 10:00:00,AHU_001,5.65,79.66,0.58,2.56,9.6,2025-04-07,6,155.24,26.05,78.27,8,False,2,False
2025-06-09 10:15:00,SD_001,5.95,73.87,0.45,2.16,8.77,2025-05-25,0,66.11,26.53,74.07,3,False,1,False
2025-06-09 10:30:00,AHU_001,4.43,88.01,0.43,2.51,11.41,2025-05-09,6,63.66,27.82,39.55,10,True,0,False
2025-06-09 10:45:00,AHU_002,5.64,89.64,0.7,2.4,7.5,2025-05-30,3,0.54,22.9,85.51,10,False,0,True
2025-06-09 11:00:00,SD_001,4.3,77.73,0.36,2.32,6.86,2025-05-03,10,46.99,26.76,59.82,10,True,3,False
2025-06-09 11:15:00,SD_002,4.48,73.07,0.25,2.51,11.66,2025-03-17,9,136.27,30.45,71.72,9,True,1,False
2025-06-09 11:30:00,AHU_002,4.6,81.68,0.57,2.7,10.48,2025-03-10,2,88.55,30.48,46.94,2,True,1,False
2025-06-09 11:45:00,AHU_001,5.25,77.59,0.46,3.03,7.63,2025-04-16,7,126.14,24.31,68.17,0,True,1,False
2025-06-09 12:00:00,SD_001,5.02,85.87,0.44,2.67,9.86,2025-03-12,1,45.16,30.56,61.64,9,True,0,False
2025-06-09 12:15:00,AHU_001,4.92,76.06,0.77,3.18,7.44,2025-04-13,6,121.87,25.84,41.94,3,True,2,False
2025-06-09 12:30:00,AHU_001,5.07,82.72,0.57,2.56,11.84,2025-03-14,5,48.92,19.1,83.91,1,True,3,False
2025-06-09 12:45:00,SD_002,5.3,80.57,0.49,3.04,10.56,2025-05-24,7,141.22,25.12,68.23,6,True,2,False
2025-06-09 13:00:00,SD_002,5.33,76.62,0.43,2.63,8.57,2025-04-17,3,31.3,29.51,50.05,7,True,2,False
2025-06-09 13:15:00,AHU_002,5.55,81.2,0.54,2.57,8.84,2025-05-09,1,57.9,25.12,66.48,1,True,0,False
2025-06-09 13:30:00,SD_002,5.91,84.39,0.33,2.45,9.08,2025-04-27,8,41.28,27.69,82.11,9,True,0,False
2025-06-09 13:45:00,SD_002,4.99,80.43,0.45,2.59,7.85,2025-04-05,2,5.06,25.67,63.28,3,True,1,False
2025-06-09 14:00:00,AHU_002,4.74,80.49,0.5,2.63,12.68,2025-03-08,2,182.42,26.16,55.11,0,True,1,False
2025-06-09 14:15:00,AHU_002,5.31,75.64,0.52,2.07,12.33,2025-05-15,4,15.11,29.58,68.81,0,True,2,False
2025-06-09 14:30:00,AHU_002,4.43,85.72,0.49,2.71,9.2,2025-04-18,8,83.05,33.45,50.4,6,True,2,False
2025-06-09 14:45:00,AHU_002,4.66,85.22,0.43,2.05,9.37,2025-03-26,0,70.85,25.68,63.07,1,True,2,False
2025-06-09 15:00:00,AHU_001,5.5,77.95,0.59,2.71,7.75,2025-05-07,3,36.48,24.57,55.66,7,True,0,False
2025-06-09 15:15:00,AHU_001,4.94,79.38,0.33,2.68,9.68,2025-05-11,9,88.87,28.33,43.49,9,True,0,False
2025-06-09 15:30:00,AHU_002,4.4,87.07,0.47,2.93,10.98,2025-05-23,3,100.76,27.36,40.44,8,True,3,False
2025-06-09 15:45:00,AHU_002,4.26,74.33,0.45,2.24,12.36,2025-04-02,1,53.27,29.25,59.11,6,False,0,False
2025-06-09 16:00:00,SD_001,5.02,83.02,0.6,2.2,8.21,2025-03-09,7,105.23,32.07,43.32,0,True,0,False
2025-06-09 16:15:00,SD_001,5.57,77.21,0.45,2.83,6.63,2025-05-19,0,128.43,30.56,66.2,2,True,0,False
2025-06-09 16:30:00,SD_001,5.56,88.89,0.54,2.18,7.99,2025-05-10,9,104.06,25.85,84.82,3,True,1,False
2025-06-09 16:45:00,SD_002,5.06,80.32,0.53,2.15,11.11,2025-05-18,5,179.61,28.4,57.43,7,True,0,False
2025-06-09 17:00:00,AHU_001,6.0,86.3,0.32,2.56,9.91,2025-04-02,6,27.44,27.21,82.52,9,True,1,False
2025-06-09 17:15:00,AHU_001,4.95,76.19,0.49,2.49,11.98,2025-04-24,10,167.8,27.31,86.08,6,True,1,False
2025-06-09 17:30:00,SD_001,4.93,73.76,0.33,2.55,10.08,2025-04-12,10,29.12,29.0,65.94,1,True,0,False
2025-06-09 17:45:00,SD_001,3.72,78.83,0.54,2.66,13.23,2025-04-03,2,86.02,25.15,65.06,6,True,0,False
2025-06-09 18:00:00,AHU_001,4.78,81.31,0.43,2.66,6.83,2025-04-22,9,30.59,35.23,72.18,9,True,1,False
2025-06-09 18:15:00,SD_002,5.43,77.45,0.62,2.48,5.02,2025-03-28,4,120.91,27.47,38.39,3,True,1,False
2025-06-09 18:30:00,SD_001,5.78,83.79,0.48,2.51,12.71,2025-05-25,9,69.12,27.37,66.58,6,True,2,False
2025-06-09 18:45:00,AHU_002,4.58,78.95,0.42,2.48,8.41,2025-04-02,1,90.4,27.72,63.52,5,True,1,False
2025-06-09 19:00:00,SD_001,5.23,69.59,0.62,2.51,10.28,2025-03-26,5,32.8,30.87,43.63,4,True,0,False
2025-06-09 19:15:00,AHU_001,5.52,82.76,0.41,2.08,10.27,2025-05-15,2,94.67,24.44,72.26,1,True,0,False
2025-06-09 19:30:00,AHU_001,5.01,75.59,0.59,2.73,10.65,2025-05-11,0,147.26,27.19,78.11,9,True,1,False
2025-06-09 19:45:00,SD_001,3.86,78.19,0.55,2.81,9.05,2025-04-08,2,186.89,22.68,43.53,9,True,1,False
2025-06-09 20:00:00,SD_001,5.12,87.77,0.46,2.69,8.1,2025-03-12,8,56.82,25.41,31.79,3,True,0,False
2025-06-09 20:15:00,AHU_002,5.38,88.86,0.37,2.67,7.94,2025-03-20,6,86.79,28.72,61.28,6,True,4,True
2025-06-09 20:30:00,AHU_002,4.53,77.12,0.62,2.2,11.21,2025-04-05,3,156.57,25.32,40.42,4,True,1,False
2025-06-09 20:45:00,SD_002,4.87,82.89,0.55,2.08,11.54,2025-05-05,6,111.56,27.22,31.87,2,True,2,False
2025-06-09 21:00:00,SD_002,4.42,77.24,0.42,2.75,9.5,2025-04-25,5,147.95,25.65,55.05,8,True,0,False
2025-06-09 21:15:00,AHU_002,3.71,78.57,0.52,2.51,8.81,2025-04-12,9,156.99,30.03,63.61,2,True,1,False
2025-06-09 21:30:00,SD_002,5.51,76.97,0.6,2.55,11.14,2025-05-19,1,146.73,23.48,75.15,9,True,0,False
2025-06-09 21:45:00,SD_002,5.0,71.38,0.51,2.56,7.04,2025-04-28,1,190.4,24.51,51.87,9,True,0,False
2025-06-09 22:00:00,SD_001,5.8,80.48,0.52,2.58,13.9,2025-03-09,10,146.32,24.55,42.78,5,True,1,False
2025-06-09 22:15:00,AHU_002,5.43,81.44,0.6,2.69,10.9,2025-05-08,9,23.84,28.65,49.68,7,True,2,False
2025-06-09 22:30:00,SD_001,4.82,76.64,0.65,2.47,9.68,2025-05-26,10,160.23,25.81,60.04,3,True,2,False
2025-06-09 22:45:00,SD_001,4.96,85.44,0.49,1.93,11.66,2025-05-18,2,17.82,27.43,70.28,1,True,2,False
2025-06-09 23:00:00,SD_002,5.28,77.82,0.37,2.71,11.26,2025-04-22,10,79.41,30.96,68.17,6,True,1,False
2025-06-09 23:15:00,SD_001,5.48,76.81,0.37,2.67,10.47,2025-03-29,5,70.22,26.06,61.74,0,True,2,False
2025-06-09 23:30:00,AHU_001,5.16,82.63,0.43,2.11,6.22,2025-04-12,3,31.34,31.58,45.33,7,True,1,False
